row_id,source_file,row_in_file,case_group,case_subgroup,text
242,sede_electronica_ciudadano.csv,14,Sede electrónica,Padrón y datos personales - Modificación en Padrón,Concejalía: Sede electrónica. Subtema: Padrón y datos personales - Modificación en Padrón. Puedes modificar tus datos del padrón online en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=18&tipoVentana=&entidad=30007&idioma=1
243,sede_electronica_ciudadano.csv,15,Sede electrónica,Padrón y datos personales - Certificados,Concejalía: Sede electrónica. Subtema: Padrón y datos personales - Certificados. Puedes solicitar certificados de padrón online en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=19&tipoVentana=&entidad=30007&idioma=1
244,sede_electronica_ciudadano.csv,16,Sede electrónica,"Impuestos, domiciliaciones y pagos - Fianzas y avales","Concejalía: Sede electrónica. Subtema: Impuestos, domiciliaciones y pagos - Fianzas y avales. Puedes tramitar fianzas y avales en la sede electrónica en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=20&tipoVentana=&entidad=30007&idioma=1"
245,sede_electronica_ciudadano.csv,17,Sede electrónica,"Impuestos, domiciliaciones y pagos - Domiciliaciones","Concejalía: Sede electrónica. Subtema: Impuestos, domiciliaciones y pagos - Domiciliaciones. Puedes tramitar domiciliaciones de impuestos en la sede electrónica en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=21&tipoVentana=&entidad=30007&idioma=1"
246,sede_electronica_ciudadano.csv,18,Sede electrónica,"Impuestos, domiciliaciones y pagos - Devoluciones","Concejalía: Sede electrónica. Subtema: Impuestos, domiciliaciones y pagos - Devoluciones. Puedes solicitar una devolución en la sede electrónica en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=22&tipoVentana=&entidad=30007&idioma=1"
247,sede_electronica_ciudadano.csv,19,Sede electrónica,"Impuestos, domiciliaciones y pagos - Fraccionamiento o aplazamiento","Concejalía: Sede electrónica. Subtema: Impuestos, domiciliaciones y pagos - Fraccionamiento o aplazamiento. Puedes solicitar el fraccionamiento o aplazamiento de un pago en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=40&tipoVentana=&entidad=30007&idioma=1"
248,sede_electronica_ciudadano.csv,20,Sede electrónica,"Impuestos, domiciliaciones y pagos - Liquidaciones","Concejalía: Sede electrónica. Subtema: Impuestos, domiciliaciones y pagos - Liquidaciones. Puedes gestionar liquidaciones en la sede electrónica en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=23&tipoVentana=&entidad=30007&idioma=1"
249,sede_electronica_ciudadano.csv,21,Sede electrónica,"Impuestos, domiciliaciones y pagos - Exenciones y bonificaciones","Concejalía: Sede electrónica. Subtema: Impuestos, domiciliaciones y pagos - Exenciones y bonificaciones. Puedes solicitar exenciones o bonificaciones en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=39&tipoVentana=&entidad=30007&idioma=1"
250,sede_electronica_ciudadano.csv,22,Sede electrónica,"Impuestos, domiciliaciones y pagos - Certificados y justificantes","Concejalía: Sede electrónica. Subtema: Impuestos, domiciliaciones y pagos - Certificados y justificantes. Puedes solicitar certificados y justificantes de impuestos en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=24&tipoVentana=&entidad=30007&idioma=1"
251,sede_electronica_ciudadano.csv,23,Sede electrónica,"Impuestos, domiciliaciones y pagos - Recursos","Concejalía: Sede electrónica. Subtema: Impuestos, domiciliaciones y pagos - Recursos. Puedes presentar un recurso en la sede electrónica en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=38&tipoVentana=&entidad=30007&idioma=1"
252,sede_electronica_ciudadano.csv,24,Sede electrónica,"Impuestos, domiciliaciones y pagos - Compensación de deudas","Concejalía: Sede electrónica. Subtema: Impuestos, domiciliaciones y pagos - Compensación de deudas. Puedes solicitar la compensación de deudas en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=41&tipoVentana=&entidad=30007&idioma=1"
253,sede_electronica_ciudadano.csv,25,Sede electrónica,Servicios sociales - Prestaciones económicas,Concejalía: Sede electrónica. Subtema: Servicios sociales - Prestaciones económicas. Puedes solicitar prestaciones económicas de servicios sociales en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=25&tipoVentana=&entidad=30007&idioma=1
254,sede_electronica_ciudadano.csv,26,Sede electrónica,"Servicios sociales - Alta, baja o modificación en servicios","Concejalía: Sede electrónica. Subtema: Servicios sociales - Alta, baja o modificación en servicios. Puedes dar de alta, baja o modificar un servicio social en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=26&tipoVentana=&entidad=30007&idioma=1"
255,sede_electronica_ciudadano.csv,27,Sede electrónica,Licencias y permisos - Licencias y permisos urbanísticos,Concejalía: Sede electrónica. Subtema: Licencias y permisos - Licencias y permisos urbanísticos. Puedes solicitar licencias y permisos urbanísticos online en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=27&tipoVentana=&entidad=30007&idioma=1
256,sede_electronica_ciudadano.csv,28,Sede electrónica,Licencias y permisos - Licencias de actividad,Concejalía: Sede electrónica. Subtema: Licencias y permisos - Licencias de actividad. Puedes solicitar una licencia de actividad en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=28&tipoVentana=&entidad=30007&idioma=1
257,sede_electronica_ciudadano.csv,29,Sede electrónica,Licencias y permisos - Actividades,Concejalía: Sede electrónica. Subtema: Licencias y permisos - Actividades. Puedes tramitar actividades en la sede electrónica en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=29&tipoVentana=&entidad=30007&idioma=1
258,sede_electronica_ciudadano.csv,30,Sede electrónica,Licencias y permisos - Ordenamiento urbanístico,Concejalía: Sede electrónica. Subtema: Licencias y permisos - Ordenamiento urbanístico. Puedes realizar trámites de ordenamiento urbanístico en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=30&tipoVentana=&entidad=30007&idioma=1
259,sede_electronica_ciudadano.csv,31,Sede electrónica,Licencias y permisos - Certificados e informes,Concejalía: Sede electrónica. Subtema: Licencias y permisos - Certificados e informes. Puedes solicitar certificados e informes urbanísticos en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=32&tipoVentana=&entidad=30007&idioma=1
260,sede_electronica_ciudadano.csv,32,Sede electrónica,Licencias y permisos - Declaraciones responsables y comunicaciones,Concejalía: Sede electrónica. Subtema: Licencias y permisos - Declaraciones responsables y comunicaciones. Puedes presentar declaraciones responsables y comunicaciones en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=33&tipoVentana=&entidad=30007&idioma=1
261,sede_electronica_ciudadano.csv,33,Sede electrónica,Licencias y permisos - Cementerio,Concejalía: Sede electrónica. Subtema: Licencias y permisos - Cementerio. Puedes realizar trámites de cementerio en la sede electrónica en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=34&tipoVentana=&entidad=30007&idioma=1
262,sede_electronica_ciudadano.csv,34,Sede electrónica,Licencias y permisos - Animales,Concejalía: Sede electrónica. Subtema: Licencias y permisos - Animales. Puedes realizar trámites relacionados con animales en la sede electrónica en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=35&tipoVentana=&entidad=30007&idioma=1
263,sede_electronica_ciudadano.csv,35,Sede electrónica,Subvenciones y ayudas - Actividades culturales y deportivas,Concejalía: Sede electrónica. Subtema: Subvenciones y ayudas - Actividades culturales y deportivas. Puedes solicitar subvenciones de actividades culturales o deportivas en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=36&tipoVentana=&entidad=30007&idioma=1
264,sede_electronica_ciudadano.csv,36,Sede electrónica,Subvenciones y ayudas - Servicios sociales,Concejalía: Sede electrónica. Subtema: Subvenciones y ayudas - Servicios sociales. Puedes solicitar ayudas de servicios sociales en la sede electrónica en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=37&tipoVentana=&entidad=30007&idioma=1
265,sede_electronica_ciudadano.csv,37,Sede electrónica,Sede - Sobre la Sede / aviso legal,Concejalía: Sede electrónica. Subtema: Sede - Sobre la Sede / aviso legal. Puedes consultar el aviso legal de la sede electrónica en este enlace: https://sede.alguazas.regiondemurcia.es/jsp/web/wpg_avisosLegales.jsp
266,sede_electronica_ciudadano.csv,38,Sede electrónica,Sede - Validación de documentos,Concejalía: Sede electrónica. Subtema: Sede - Validación de documentos. Puedes validar un documento firmado de la sede electrónica en este enlace: https://sede.alguazas.regiondemurcia.es/web/validacionFirmas.do?opcion=1&modo=0&entidad=30007&idioma=1
267,sede_electronica_ciudadano.csv,39,Sede electrónica,Sede - Transparencia,Concejalía: Sede electrónica. Subtema: Sede - Transparencia. Puedes consultar la transparencia en la sede electrónica en este enlace: https://sede.alguazas.regiondemurcia.es/web/transparencia?entidad=30007&idioma=1
268,sede_electronica_ciudadano.csv,40,Sede electrónica,Sede - Quejas y sugerencias (acceso directo),Concejalía: Sede electrónica. Subtema: Sede - Quejas y sugerencias (acceso directo). Puedes presentar una queja o sugerencia (acceso directo) en este enlace: https://sede.alguazas.regiondemurcia.es/web/inicioWebcCert.do?opcion=ssl&entidad=30007&redirige=d2ViL2ZpY2hhQXN1bnRvLmRvP29wY2lvbj0wJmFzYXNfaWRlX2FzdT0yMTE1JnJ1dGE9L3dlYi9hc3VudG9zTWFzVXN1YWxlcy5kbz9vcGNpb249MCFwZXJpb2RvPTA=
269,sede_electronica_ciudadano.csv,41,Sede electrónica,Sede - Tablón de edictos,Concejalía: Sede electrónica. Subtema: Sede - Tablón de edictos. Puedes consultar el tablón de edictos en este enlace: https://sede.alguazas.regiondemurcia.es/web/tablonEdictos.do?opcion=0&entidad=30007&idioma=1
270,sede_electronica_ciudadano.csv,42,Sede electrónica,Sede - Otros enlaces,Concejalía: Sede electrónica. Subtema: Sede - Otros enlaces. Puedes ver otros enlaces útiles de la sede electrónica en este enlace: https://sede.alguazas.regiondemurcia.es/jsp/web/wpg_servicioEnlace.jsp?modo=2&entidad=30007&idioma=1
271,sede_electronica_ciudadano.csv,43,Sede electrónica,Sede - Perfil del contratante,Concejalía: Sede electrónica. Subtema: Sede - Perfil del contratante. Puedes consultar el perfil del contratante y las licitaciones en este enlace: https://contrataciondelestado.es/wps/portal/!ut/p/b0/Dcq7DoAgDEDRT6qziQNxcxEnha3ySiMUQqrfL9s9yQULF1jGjxIKVcY8bHwILRM_cws9Ul4rS0dBlgAnWLDvTQ7d2PeekEeDOSptSrSPelqglaJ-gi3gKw!!/
272,sede_electronica_ciudadano.csv,44,Sede electrónica,Sede - FACE facturas electrónicas,Concejalía: Sede electrónica. Subtema: Sede - FACE facturas electrónicas. Puedes presentar facturas electrónicas a través de FACE en este enlace: https://face.gob.es/es/directorio/administraciones/L01300079/relaciones
273,sede_electronica_ciudadano.csv,45,Sede electrónica,Sede - MiFacturae,Concejalía: Sede electrónica. Subtema: Sede - MiFacturae. Puedes usar MiFacturae para facturas electrónicas en este enlace: https://mifacturae.face.gob.es/#/publico
274,sede_electronica_ciudadano.csv,46,Sede electrónica,Sede - Cita previa presencial,Concejalía: Sede electrónica. Subtema: Sede - Cita previa presencial. Puedes pedir cita previa presencial en este enlace: https://sede.alguazas.regiondemurcia.es/3webc/gestionCita.do?opcion=0&entidad=30007&tlf=1
275,sede_electronica_ciudadano.csv,47,Sede electrónica,Sede - APP ciudadana Android,Concejalía: Sede electrónica. Subtema: Sede - APP ciudadana Android. Puedes descargar la app ciudadana para Android en este enlace: https://play.google.com/store/apps/details?id=com.appaemur&hl=es
276,sede_electronica_ciudadano.csv,48,Sede electrónica,Sede - APP ciudadana iOS,Concejalía: Sede electrónica. Subtema: Sede - APP ciudadana iOS. Puedes descargar la app ciudadana para iPhone en este enlace: https://apps.apple.com/es/app/appaemur/id6744460101
277,transparencias.csv,0,Presupuestos participativos,General (carpeta principal),Concejalía: Presupuestos participativos. Subtema: General (carpeta principal). En este enlace tienes toda la información sobre presupuestos participativos: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMw==/30007
278,transparencias.csv,1,Presupuestos participativos,PRESUPUESTOS PARTICIPATIVOS 2025,Concejalía: Presupuestos participativos. Subtema: PRESUPUESTOS PARTICIPATIVOS 2025. En este enlace tienes toda la información sobre presupuestos participativos 2025: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAODc1/30007
279,transparencias.csv,2,Presupuestos participativos,MEMORIA PRESUPUESTOS PARTICIPATIVOS 2024,Concejalía: Presupuestos participativos. Subtema: MEMORIA PRESUPUESTOS PARTICIPATIVOS 2024. En este enlace tienes toda la información sobre memoria presupuestos participativos 2024: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANjI4/30007
280,transparencias.csv,3,Presupuestos participativos,PRESUPUESTOS PARTICIPATIVOS 2022,Concejalía: Presupuestos participativos. Subtema: PRESUPUESTOS PARTICIPATIVOS 2022. En este enlace tienes toda la información sobre presupuestos participativos 2022: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTc0/30007
281,transparencias.csv,4,Presupuestos participativos,PRESUPUESTOS PARTICIPATIVOS 2021,Concejalía: Presupuestos participativos. Subtema: PRESUPUESTOS PARTICIPATIVOS 2021. En este enlace tienes toda la información sobre presupuestos participativos 2021: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTcz/30007
282,transparencias.csv,5,Presupuestos participativos,PRESUPUESTOS PARTICIPATIVOS 2020,Concejalía: Presupuestos participativos. Subtema: PRESUPUESTOS PARTICIPATIVOS 2020. En este enlace tienes toda la información sobre presupuestos participativos 2020: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTcw/30007
283,transparencias.csv,6,Presupuestos participativos,PRESUPUESTOS PARTICIPATIVOS 2019,Concejalía: Presupuestos participativos. Subtema: PRESUPUESTOS PARTICIPATIVOS 2019. En este enlace tienes toda la información sobre presupuestos participativos 2019: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTY4/30007
284,transparencias.csv,7,Presupuestos participativos,PRESUPUESTOS PARTICIPATIVOS 2018,Concejalía: Presupuestos participativos. Subtema: PRESUPUESTOS PARTICIPATIVOS 2018. En este enlace tienes toda la información sobre presupuestos participativos 2018: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTY2/30007
285,transparencias.csv,8,Presupuestos participativos,PRESUPUESTOS PARTICIPATIVOS 2017,Concejalía: Presupuestos participativos. Subtema: PRESUPUESTOS PARTICIPATIVOS 2017. En este enlace tienes toda la información sobre presupuestos participativos 2017: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTY0/30007
286,transparencias.csv,9,Institucional,General (carpeta principal),Concejalía: Institucional. Subtema: General (carpeta principal). En este enlace tienes toda la información sobre institucional: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANQ==/30007
287,transparencias.csv,10,Institucional,Organigrama y funciones,Concejalía: Institucional. Subtema: Organigrama y funciones. En este enlace tienes toda la información sobre organigrama y funciones: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTg=/30007
288,transparencias.csv,11,Institucional,Currículums alcalde y concejales,Concejalía: Institucional. Subtema: Currículums alcalde y concejales. En este enlace tienes toda la información sobre currículums alcalde y concejales: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTk=/30007
289,transparencias.csv,12,Institucional,Agenda institucional,Concejalía: Institucional. Subtema: Agenda institucional. En este enlace tienes toda la información sobre agenda institucional: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMjA=/30007
290,transparencias.csv,13,Institucional,Planes y programas de objetivos,Concejalía: Institucional. Subtema: Planes y programas de objetivos. En este enlace tienes toda la información sobre planes y programas de objetivos: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMjE=/30007
291,transparencias.csv,14,Institucional,Funcionamiento órganos de gobierno,Concejalía: Institucional. Subtema: Funcionamiento órganos de gobierno. En este enlace tienes toda la información sobre funcionamiento órganos de gobierno: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMjI=/30007
292,transparencias.csv,15,Institucional,Altos cargos,Concejalía: Institucional. Subtema: Altos cargos. En este enlace tienes toda la información sobre altos cargos: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMjM=/30007
293,transparencias.csv,16,Institucional,Personal,Concejalía: Institucional. Subtema: Personal. En este enlace tienes toda la información sobre personal: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMjQ=/30007
294,transparencias.csv,17,Institucional,Consejo municipal participación ciudadana,Concejalía: Institucional. Subtema: Consejo municipal participación ciudadana. En este enlace tienes toda la información sobre consejo municipal participación ciudadana: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMjU=/30007
295,transparencias.csv,18,Institucional,Responsable unidades administrativas,Concejalía: Institucional. Subtema: Responsable unidades administrativas. En este enlace tienes toda la información sobre responsable unidades administrativas: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMjY=/30007
296,transparencias.csv,19,Institucional,Relación de competencias delegadas por la comunidad autónoma,Concejalía: Institucional. Subtema: Relación de competencias delegadas por la comunidad autónoma. En este enlace tienes toda la información sobre relación de competencias delegadas por la comunidad autónoma: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMjc=/30007
297,transparencias.csv,20,Institucional,Protocolo de gestión sobre el canal del sistema interno de información del Ayuntamiento de Alguazas,Concejalía: Institucional. Subtema: Protocolo de gestión sobre el canal del sistema interno de información del Ayuntamiento de Alguazas. En este enlace tienes toda la información sobre protocolo de gestión sobre el canal del sistema interno de información del Ayuntamiento de Alguazas: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMjg=/30007
298,transparencias.csv,21,Normativa,General (carpeta principal),Concejalía: Normativa. Subtema: General (carpeta principal). En este enlace tienes toda la información sobre normativa: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANg==/30007
299,transparencias.csv,22,Normativa,Proyectos en tramitación,Concejalía: Normativa. Subtema: Proyectos en tramitación. En este enlace tienes toda la información sobre proyectos en tramitación: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMjk=/30007
300,transparencias.csv,23,Normativa,Ordenanzas y reglamentos,Concejalía: Normativa. Subtema: Ordenanzas y reglamentos. En este enlace tienes toda la información sobre ordenanzas y reglamentos: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMzA=/30007
301,transparencias.csv,24,Normativa,Otras disposiciones,Concejalía: Normativa. Subtema: Otras disposiciones. En este enlace tienes toda la información sobre otras disposiciones: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMzE=/30007
302,transparencias.csv,25,Normativa,Leyes transparencia,Concejalía: Normativa. Subtema: Leyes transparencia. En este enlace tienes toda la información sobre leyes transparencia: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMzI=/30007
303,transparencias.csv,26,Económica,General (carpeta principal),Concejalía: Económica. Subtema: General (carpeta principal). En este enlace tienes toda la información sobre economica: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANw==/30007
304,transparencias.csv,27,Económica,Presupuestos,Concejalía: Económica. Subtema: Presupuestos. En este enlace tienes toda la información sobre presupuestos: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMzM=/30007
305,transparencias.csv,28,Económica,"Indicadores transparencia en ingresos, gastos y deudas","Concejalía: Económica. Subtema: Indicadores transparencia en ingresos, gastos y deudas. En este enlace tienes toda la información sobre indicadores transparencia en ingresos, gastos y deudas: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMzQ=/30007"
306,transparencias.csv,29,Económica,Liquidación último ejercicio,Concejalía: Económica. Subtema: Liquidación último ejercicio. En este enlace tienes toda la información sobre liquidación último ejercicio: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMzU=/30007
307,transparencias.csv,30,Económica,Servicios públicos,Concejalía: Económica. Subtema: Servicios públicos. En este enlace tienes toda la información sobre servicios públicos: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMzY=/30007
308,transparencias.csv,31,Económica,PERIODO MEDIO DE PAGO A PROVEEDORES,Concejalía: Económica. Subtema: PERIODO MEDIO DE PAGO A PROVEEDORES. En este enlace tienes toda la información sobre periodo medio de pago a proveedores: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTYyNA==/30007
309,transparencias.csv,32,"Subvenciones, convenios, concursos, certamenes y ayudas",General (carpeta principal),"Concejalía: Subvenciones, convenios, concursos, certamenes y ayudas. Subtema: General (carpeta principal). En este enlace tienes toda la información sobre subvenciones, convenios, concursos, certamenes y ayudas: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAOA==/30007"
310,transparencias.csv,33,"Subvenciones, convenios, concursos, certamenes y ayudas",Convenios,"Concejalía: Subvenciones, convenios, concursos, certamenes y ayudas. Subtema: Convenios. En este enlace tienes toda la información sobre convenios: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMzc=/30007"
311,transparencias.csv,34,"Subvenciones, convenios, concursos, certamenes y ayudas",Subvenciones,"Concejalía: Subvenciones, convenios, concursos, certamenes y ayudas. Subtema: Subvenciones. En este enlace tienes toda la información sobre subvenciones: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMzg=/30007"
312,transparencias.csv,35,"Subvenciones, convenios, concursos, certamenes y ayudas",Certámenes,"Concejalía: Subvenciones, convenios, concursos, certamenes y ayudas. Subtema: Certámenes. En este enlace tienes toda la información sobre certámenes: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMzk=/30007"
313,transparencias.csv,36,Patrimonio,General (carpeta principal),Concejalía: Patrimonio. Subtema: General (carpeta principal). En este enlace tienes toda la información sobre patrimonio: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAOQ==/30007
314,transparencias.csv,37,Patrimonio,Inventario de bienes y derechos de la entidad,Concejalía: Patrimonio. Subtema: Inventario de bienes y derechos de la entidad. En este enlace tienes toda la información sobre inventario de bienes y derechos de la entidad: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANDA=/30007
315,transparencias.csv,38,Patrimonio,Vehículos oficiales adscritos a la entidad,Concejalía: Patrimonio. Subtema: Vehículos oficiales adscritos a la entidad. En este enlace tienes toda la información sobre vehículos oficiales adscritos a la entidad: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANDE=/30007
316,transparencias.csv,39,Patrimonio,Concesiones demaniales,Concejalía: Patrimonio. Subtema: Concesiones demaniales. En este enlace tienes toda la información sobre concesiones demaniales: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANDI=/30007
317,transparencias.csv,40,Contratación,General (carpeta principal),Concejalía: Contratación. Subtema: General (carpeta principal). En este enlace tienes toda la información sobre contratacion: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTA=/30007
318,transparencias.csv,41,Contratación,Actas mesas contratación 2023,Concejalía: Contratación. Subtema: Actas mesas contratación 2023. En este enlace tienes toda la información sobre actas mesas contratación 2023: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANDM=/30007
319,transparencias.csv,42,Contratación,Contratos administrativos,Concejalía: Contratación. Subtema: Contratos administrativos. En este enlace tienes toda la información sobre contratos administrativos: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANDU=/30007
320,transparencias.csv,43,Contratación,Encomiendas de gestión,Concejalía: Contratación. Subtema: Encomiendas de gestión. En este enlace tienes toda la información sobre encomiendas de gestión: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANDc=/30007
321,transparencias.csv,44,Contratación,Composición mesa contratación,Concejalía: Contratación. Subtema: Composición mesa contratación. En este enlace tienes toda la información sobre composición mesa contratación: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANDg=/30007
322,transparencias.csv,45,Contratación,Estudios de vialidad,Concejalía: Contratación. Subtema: Estudios de vialidad. En este enlace tienes toda la información sobre estudios de vialidad: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANDk=/30007
323,transparencias.csv,46,"Urbanismo, obras públicas y medio ambiente",General (carpeta principal),"Concejalía: Urbanismo, obras públicas y medio ambiente. Subtema: General (carpeta principal). En este enlace tienes toda la información sobre urbanismo, obras publicas y medio ambiente: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTE=/30007"
